Timestamp,Scalar Wind Speed,Vector Wind Speed,Wind Gust,KE Total,PC Total,Temperature,Relative Humidity,Battery Voltage,Vector Wind Direction,Sigma-Theta
05/02/2018 08:00:00,1.785,1.648,3.607,0,0,11.79,78.78,12.63,9.54,22.4
05/02/2018 09:00:00,3.035,2.974,4.615,0,0,12.7,70.44,12.68,343.4,11.51
05/02/2018 10:00:00,2.378,2.242,3.578,0,0,13.7,65.75,12.94,291.9,19.41
05/02/2018 11:00:00,3.993,3.966,6.413,0,0,14.2,65.56,13.61,262.5,6.706
05/02/2018 12:00:00,6.375,6.357,8.7,128,30,14.15,68.96,13.71,268.6,4.253
05/02/2018 13:00:00,5.913,5.891,8.29,2,1,13.76,74.38,13.44,265.5,4.978
05/02/2018 14:00:00,5.419,5.399,7.424,0,0,13.96,73.33,13.42,261.6,4.955
05/02/2018 15:00:00,5.556,5.533,7.263,0,0,13.92,74.24,13.5,261.2,5.272
05/02/2018 16:00:00,5.012,4.986,6.55,0,0,13.74,78.17,13.63,255.7,5.768
05/02/2018 17:00:00,5.088,5.061,7.155,0,0,13.56,78.74,13.03,271,5.882
05/02/2018 18:00:00,4.571,4.551,6.12,0,0,13.08,81.3,12.9,272.8,5.397
05/02/2018 19:00:00,2.912,2.884,5.662,0,0,12.53,85.4,12.84,271.7,7.97
05/02/2018 20:00:00,1.531,1.216,2.867,0,0,11.94,88.2,12.81,329.5,36.74
05/02/2018 21:00:00,0.765,0.623,1.427,0,0,11.42,88.8,12.79,110.4,34.88
05/02/2018 22:00:00,0.457,0.352,1.454,0,0,10.85,90,12.78,152.3,38.78
05/02/2018 23:00:00,1.177,1.13,2.288,0,0,9.74,91.5,12.76,87.4,16.22
05/03/2018 00:00:00,1.902,1.874,2.773,0,0,9.34,92.7,12.74,120.4,9.81
05/03/2018 01:00:00,2.419,2.387,4.199,0,0,8.48,93.1,12.72,90.8,9.31
05/03/2018 02:00:00,2.603,2.586,3.661,0,0,8.02,93.3,12.69,85.9,6.371
05/03/2018 03:00:00,1.51,1.448,3.136,0,0,8.07,93.4,12.67,74.92,16.42
05/03/2018 04:00:00,2.08,2.025,4.633,0,0,7.384,92.9,12.64,43.57,13.1
05/03/2018 05:00:00,2.782,2.706,3.987,0,0,7.207,91.6,12.62,48.61,13.4
05/03/2018 06:00:00,2.649,2.552,3.946,0,0,6.927,92.8,12.6,70.74,15.48
05/03/2018 07:00:00,2.764,2.731,4.105,0,0,8.82,90.9,12.61,35.52,8.91
05/03/2018 08:00:00,1.701,1.581,2.557,0,0,11.41,83.7,12.69,331.4,21.44
05/03/2018 09:00:00,2.645,2.589,4.95,0,0,12.44,79.81,13.11,284.5,11.77
05/03/2018 10:00:00,6.362,6.346,8.9,32,12,13.25,77.53,13.46,288.7,4.039
05/03/2018 11:00:00,7.259,7.239,9.6,441,131,13.55,77.59,13.52,288.5,4.203
05/03/2018 12:00:00,8.88,8.85,12.08,33501,8115,13.74,77.91,13.51,289.9,4.157
05/03/2018 13:00:00,9.95,9.92,13.26,124307,52204,13.73,77.94,13.55,293.2,4.126
05/03/2018 14:00:00,9.4,9.38,13.67,107055,39221,13.96,76.93,13.57,293,4.055
05/03/2018 15:00:00,8.01,7.978,11.45,45788,11849,14.07,77.57,13.61,291.9,5.307
05/03/2018 16:00:00,6.668,6.647,9.52,2090,444,13.85,79.95,13.65,290.4,4.588
05/03/2018 17:00:00,5.648,5.622,8.42,19,3,13.44,82.5,13.03,291.6,5.541
05/03/2018 18:00:00,4.929,4.9,8.31,2,0,12.92,85.3,12.89,290.2,6.194
05/03/2018 19:00:00,1.767,1.691,4.008,0,0,12.61,86.3,12.84,302.3,16.75
05/03/2018 20:00:00,1.246,1.034,2.826,0,0,12.03,88.8,12.81,238,33.45
05/03/2018 21:00:00,1.813,1.747,2.786,0,0,11.62,90.9,12.8,196.5,15.46
05/03/2018 22:00:00,3.616,2.745,7.079,0,0,11.59,92.5,12.78,278.3,39.76
05/03/2018 23:00:00,3.062,2.928,6.285,0,0,11.43,92.9,12.76,318.8,16.93
05/04/2018 00:00:00,1.45,0.614,2.988,0,0,10.63,93.7,12.74,43.19,61.52
05/04/2018 01:00:00,1.51,1.398,3.19,0,0,10.08,94.4,12.72,116.3,22.06
05/04/2018 02:00:00,2.096,2.082,2.799,0,0,9.13,95.9,12.7,92.4,6.597
05/04/2018 03:00:00,2.288,2.244,3.688,0,0,10.09,97,12.67,65.42,11.28
05/04/2018 04:00:00,2.203,2.129,4.132,0,0,10.32,97.4,12.64,63.03,14.88
05/04/2018 05:00:00,1.484,1.374,3.028,0,0,10.4,97.8,12.62,62.51,22.1
05/04/2018 06:00:00,2.145,1.992,3.096,0,0,10,97.9,12.61,350.4,21.65
05/04/2018 07:00:00,1.422,1.344,2.45,0,0,9.68,98.8,12.62,63.3,18.86
05/04/2018 08:00:00,2.23,1.413,5.893,0,0,10.48,98.2,12.71,267.6,49.04
05/04/2018 09:00:00,2.141,2.063,5.49,0,0,10.13,97.8,12.84,282.7,15.49
05/04/2018 10:00:00,2.93,2.882,5.286,0,0,10.8,96.1,13.21,224.9,10.4
05/04/2018 11:00:00,3.669,3.573,5.393,0,0,11.36,93.8,13.42,247.8,13.09
05/04/2018 12:00:00,4.332,4.286,7.128,15,1,12,92.6,13.5,242.6,8.28
05/04/2018 13:00:00,4.978,4.91,7.29,0,0,12.06,92.1,13.58,268.9,9.46
05/04/2018 14:00:00,2.83,2.667,4.896,0,0,13.36,88.4,13.33,250,19.48
05/04/2018 15:00:00,3.626,3.58,5.298,0,0,13.88,83.5,13.38,275,9.03
05/04/2018 16:00:00,3.512,3.448,5.352,0,0,13.48,84.9,13.17,260.3,10.94
05/04/2018 17:00:00,3.237,3.195,4.681,0,0,13.34,85.4,13.02,240.9,9.14
05/04/2018 18:00:00,3.634,3.601,5.407,0,0,13.05,87.5,12.89,241.6,7.774
05/04/2018 19:00:00,2.119,2.061,3.551,0,0,12.67,90.2,12.84,224.8,13.46
05/04/2018 20:00:00,1.504,1.418,2.489,0,0,12.35,91.2,12.81,192.7,19.34
05/04/2018 21:00:00,3.569,3.321,6.972,0,0,12.15,92.4,12.8,258.1,21.35
05/04/2018 22:00:00,3.506,3.326,7.402,0,0,11.88,93.3,12.78,314.8,18.37
05/04/2018 23:00:00,1.818,1.708,4.738,0,0,11.5,94.2,12.77,76.33,19.95
05/05/2018 00:00:00,2.622,2.563,4.401,0,0,11.27,95.2,12.75,103.5,12.2
05/05/2018 01:00:00,1.315,1.189,2.638,0,0,11.09,95.4,12.73,66.34,25.08
05/05/2018 02:00:00,1.024,0.77,2.436,0,0,11.07,95.8,12.7,307.7,40.35
05/05/2018 03:00:00,1.186,0.918,3.297,0,0,10.97,96.4,12.68,267.2,38.52
05/05/2018 04:00:00,1.34,0.967,2.974,0,0,10.89,96.8,12.65,0.56,42.73
05/05/2018 05:00:00,0.964,0.783,2.086,0,0,10.82,97.3,12.63,66.89,35.03
05/05/2018 06:00:00,1.418,1.281,3.149,0,0,10.77,97.8,12.62,150.2,25.26
05/05/2018 07:00:00,2.088,2.035,3.176,0,0,10.79,98.4,12.62,173.2,12.93
05/05/2018 08:00:00,1.754,1.175,3.553,0,0,10.8,98.4,12.64,160,46.52
05/05/2018 09:00:00,1.671,1.495,3.713,0,0,11.7,95.9,12.68,106.5,26.35
05/05/2018 10:00:00,3.09,3.037,4.506,0,0,11.78,93,12.8,290.7,10.59
05/05/2018 11:00:00,3.783,3.734,5.084,0,0,12.49,88.8,13.07,284,9.23
05/05/2018 12:00:00,4.611,4.575,6.469,17,1,12.82,86.5,13.37,270.1,7.147
05/05/2018 13:00:00,4.79,4.757,7.021,0,0,12.94,85.2,13.37,283,6.705
05/05/2018 14:00:00,5.317,5.286,8.22,0,0,13.23,84.1,13.43,282.5,6.188
05/05/2018 15:00:00,5.419,5.391,7.693,0,1,13.16,84.3,13.33,280.7,5.825
05/05/2018 16:00:00,4.873,4.85,6.564,0,0,12.8,85.9,13.09,270.1,5.619
05/05/2018 17:00:00,5.054,5.023,7.56,2,0,12.49,88,13.03,273,6.385
05/05/2018 18:00:00,4.768,4.674,6.376,0,0,12.43,88.6,12.93,269.8,11.35
05/05/2018 19:00:00,6.617,6.6,10.7,5312,1255,12.09,89.9,12.83,298.3,4.146
05/05/2018 20:00:00,5.979,5.902,9.92,1884,608,11.91,91.3,12.81,309.6,9.18
05/05/2018 21:00:00,2.983,2.6,7.349,0,0,12.23,89.7,12.8,329.6,29.03
05/05/2018 22:00:00,1.17,1.069,2.867,0,0,12.68,86.4,12.78,35.98,23.84
05/05/2018 23:00:00,5.596,5.567,8.3,0,0,11.97,88.8,12.77,300.3,5.84
05/06/2018 00:00:00,4.245,4.21,6.904,0,0,11.69,89.4,12.74,289.4,7.313
05/06/2018 01:00:00,2.387,2.143,4.684,0,0,11.89,88.5,12.73,325.6,25.91
05/06/2018 02:00:00,2.673,2.578,4.764,0,0,11.65,89,12.7,1.612,15.26
05/06/2018 03:00:00,1.857,1.277,4.455,0,0,11.37,89.5,12.67,341.3,45.26
05/06/2018 04:00:00,1.995,1.753,4.361,0,0,11.14,89.1,12.65,350.1,28.17
05/06/2018 05:00:00,3.113,2.77,5.478,0,0,11.3,85.9,12.62,334.9,26.91
05/06/2018 06:00:00,1.758,0.959,3.822,0,0,11.27,86.2,12.62,193.3,54.6
05/06/2018 07:00:00,2.447,2.262,5.034,0,0,11.85,83.9,12.63,80,22.28
05/06/2018 08:00:00,2.256,1,3.942,0,0,13.18,78.4,12.75,340.5,60.42
05/06/2018 09:00:00,4.183,4.082,6.026,0,0,13.06,79.26,13.16,244,12.56
05/06/2018 10:00:00,2.515,2.463,4.612,0,0,13.29,79.06,13.35,269,11.65
05/06/2018 11:00:00,5.695,5.675,7.395,2,0,13.96,78.68,13.76,292.1,4.759
05/06/2018 12:00:00,6.978,6.96,9.28,3430,783,13.77,81.2,13.56,294,4.126
05/06/2018 13:00:00,7.166,7.13,10.33,3834,938,13.71,81.2,13.58,290.3,5.707
05/06/2018 14:00:00,7.247,7.225,10.42,3049,575,13.63,81.4,13.59,289.5,4.53
05/06/2018 15:00:00,6.402,6.363,9.43,2054,442,13.62,81.5,13.61,293.7,6.368
05/06/2018 16:00:00,6.367,6.304,10.1,5072,1536,13.33,82.6,13.19,292.2,8.08
05/06/2018 17:00:00,5.864,5.833,8.77,294,64,13.3,83.4,13.06,291.1,5.96
05/06/2018 18:00:00,5.783,5.753,9.07,85,15,12.6,86.9,12.9,294.1,5.821
05/06/2018 19:00:00,3.22,3.159,6.902,0,0,12.16,89.3,12.83,284.5,11.13
05/06/2018 20:00:00,4.402,4.336,6.716,0,0,11.89,90.6,12.81,286.7,9.94
05/06/2018 21:00:00,2.284,0.481,4.643,0,0,11.76,91.3,12.79,266.7,71.96
05/06/2018 22:00:00,3.289,3.263,5.168,0,0,11.16,92.6,12.78,120.6,7.169
05/06/2018 23:00:00,3.706,3.666,5.316,0,0,11.06,92.8,12.76,114.7,8.4
05/07/2018 00:00:00,2.219,2.162,3.742,0,0,10.59,93.5,12.74,96.4,13.06
05/07/2018 01:00:00,1.476,1.001,3.136,0,0,10.23,93.8,12.73,148.2,45.93
05/07/2018 02:00:00,1.067,0.671,1.952,0,0,9.81,94.2,12.71,48.67,49.34
05/07/2018 03:00:00,0.738,0.69,1.373,0,0,10.08,94.7,12.68,33.62,20.7
05/07/2018 04:00:00,1.205,1.102,2.584,0,0,9.22,95,12.65,84.9,23.65
05/07/2018 05:00:00,2.483,2.338,3.674,0,0,8.58,96.1,12.63,121.6,19.56
05/07/2018 06:00:00,3.066,3.031,4.374,0,0,8.72,98.4,12.62,103.8,8.6
05/07/2018 07:00:00,2.931,2.761,4.347,0,0,10.85,96.6,12.63,117.8,19.52
05/07/2018 08:00:00,2.107,1.593,3.525,0,0,12.6,87.7,12.69,228.7,40.04
05/07/2018 09:00:00,2.511,2.447,4.95,0,0,12.83,86,13.1,273.7,12.95
05/07/2018 10:00:00,2.877,2.701,5.499,0,0,13.95,82.2,13.42,291.7,20.02
05/07/2018 11:00:00,3.941,3.871,9.13,7,5,15,77.51,13.68,293.1,10.79
05/07/2018 12:00:00,9.58,9.54,13.83,82235,30540,15.24,75.79,13.47,287.1,5.022
05/07/2018 13:00:00,9.49,9.46,12.71,61289,12389,15.37,73.04,13.48,286.2,4.584
05/07/2018 14:00:00,11.27,11.23,14.75,146263,59565,15.29,73.21,13.53,286.5,4.516
05/07/2018 15:00:00,11.23,11.2,14.45,164812,75647,15.58,71.24,13.58,290.4,4.006
05/07/2018 16:00:00,10.67,10.64,14.39,149864,65837,14.88,74.69,13.65,293,4.348
05/07/2018 17:00:00,7.424,7.289,12.24,32840,8105,14.82,74.87,12.99,304.7,10.94
05/07/2018 18:00:00,7.39,7.367,10.98,15494,3076,14.25,76.56,12.89,296.5,4.487
05/07/2018 19:00:00,4.451,4.243,8.34,0,1,13.61,79.45,12.83,299.8,17.52
05/07/2018 20:00:00,1.77,1.633,3.027,0,0,13.19,80.3,12.82,182.7,22.52
05/07/2018 21:00:00,2.421,2.171,3.943,0,0,12.34,83.5,12.8,135.6,26.01
05/07/2018 22:00:00,2.398,2.022,4.213,0,0,12,85.5,12.79,128.5,32.05
05/07/2018 23:00:00,1.046,0.905,3.163,0,0,11.62,88.6,12.77,322.7,29.68
05/08/2018 00:00:00,1.793,1.714,3.351,0,0,10.9,90.8,12.75,83,17.02
05/08/2018 01:00:00,2.086,1.161,3.58,0,0,10.63,90.6,12.72,113.5,53.96
05/08/2018 02:00:00,2.142,1.415,3.795,0,0,10.95,93,12.7,267,47.21
05/08/2018 03:00:00,1.976,1.934,2.84,0,0,9.5,94.4,12.67,88.8,11.83
05/08/2018 04:00:00,1.715,0.933,3.688,0,0,9.26,94.9,12.65,108.7,54.69
05/08/2018 05:00:00,2.622,2.518,4.011,0,0,8.31,96,12.62,118.8,16.1
05/08/2018 06:00:00,1.94,1.808,2.8,0,0,8.25,97.7,12.61,131,21.07
05/08/2018 07:00:00,1.909,1.461,4.791,0,0,9.89,99.2,12.63,198.2,39.21
05/08/2018 08:00:00,3.905,3.748,6.043,0,0,11.28,97.8,12.71,275.2,16.27
05/08/2018 09:00:00,2.33,2.204,7.007,0,0,12.42,93.1,13.08,289.7,18.82
05/08/2018 10:00:00,6.75,6.725,9.37,279,91,12.85,86.9,13.33,287.4,4.993
05/08/2018 11:00:00,7.163,7.135,10.01,7176,1628,12.75,85.8,14.08,293,5.057
05/08/2018 12:00:00,6.169,6.136,9.98,16081,3785,13.25,83.6,13.36,297.7,5.941
05/08/2018 13:00:00,3.542,3.422,5.945,0,0,14.22,79.98,13.32,280.5,14.9
05/08/2018 14:00:00,5.209,5.16,8.55,430,123,13.47,83.3,13.52,291.8,7.84
05/08/2018 15:00:00,6.555,6.51,10.85,10644,2299,13.54,83,13.55,288.5,6.675
05/08/2018 16:00:00,6.129,5.951,12.37,36170,14733,13.71,81.9,13.29,289.8,13.78
05/08/2018 17:00:00,7.161,7.12,11.42,20894,7026,13.73,82.5,13,301,6.119
05/08/2018 18:00:00,6.926,6.901,9.64,963,216,12.84,87.1,12.89,293.1,4.893
05/08/2018 19:00:00,3.428,2.644,8.44,0,0,12.37,89.8,12.84,306.5,38.75
05/08/2018 20:00:00,2.682,2.172,6.797,0,0,12.56,88.3,12.81,297.4,35.32
05/08/2018 21:00:00,3.066,1.036,6.743,0,0,11.9,91.9,12.8,357.7,65.91
05/08/2018 22:00:00,1.427,0.384,3.271,0,0,11.94,90.9,12.78,108.9,69.24
05/08/2018 23:00:00,0.932,0.493,2.059,0,0,11.46,92.5,12.77,147.1,55.58
05/09/2018 00:00:00,1.342,1.125,2.503,0,0,11.01,93.6,12.75,138.5,32.54
05/09/2018 01:00:00,1.744,1.701,2.651,0,0,10.35,94.8,12.72,138.6,12.7
05/09/2018 02:00:00,2.154,1.976,3.822,0,1,9.59,96.2,12.7,97.5,23.32
05/09/2018 03:00:00,1.916,1.276,4.307,0,0,10.09,96.9,12.67,230.2,46.82
05/09/2018 04:00:00,3.077,0.862,5.774,0,0,10.41,96.9,12.64,325.6,68.73
05/09/2018 05:00:00,2.531,2.467,3.849,0,0,9.22,97.8,12.62,123.2,12.88
05/09/2018 06:00:00,2.071,2.054,3.271,0,0,9.53,99.9,12.61,126.2,7.483
05/09/2018 07:00:00,0.93,0.556,1.871,0,0,10.9,100,12.62,88,51.4
05/09/2018 08:00:00,1.947,1.855,3.524,0,0,11.71,98.5,12.7,284.7,17.61
05/09/2018 09:00:00,4.017,3.969,6.765,0,0,12.45,93.2,13.11,305.6,8.88
05/09/2018 10:00:00,7.514,7.441,11.26,33903,9447,12.49,90.7,13.43,295.5,7.955
05/09/2018 11:00:00,10.36,10.34,15.35,131483,62908,12.68,89,14.13,291.4,4.178
05/09/2018 12:00:00,11.16,11.11,14.85,195937,131511,12.93,87,13.61,295.3,5.268
05/09/2018 13:00:00,10.79,10.75,15.66,191235,135373,13.82,82.2,13.6,298,4.786
05/09/2018 14:00:00,12,11.97,16.84,240500,289115,14.21,80.3,13.59,296.2,4.349
05/09/2018 15:00:00,11.56,11.53,17.05,231145,261028,14.3,79.41,13.64,296.5,4.498
05/09/2018 16:00:00,10.95,10.92,15.27,202055,163361,14.27,78.65,13.71,294.9,4.573
05/09/2018 17:00:00,10.77,10.75,15.37,188903,137668,13.79,81.4,13.02,294.7,4.112
05/09/2018 18:00:00,9.56,9.54,12.93,118104,53745,13.49,80.8,12.9,296.5,4.292
05/09/2018 19:00:00,5.714,5.693,10.21,3021,861,13.09,80.5,12.84,300.7,4.975
05/09/2018 20:00:00,2.047,1.933,3.74,0,0,12.69,82.9,12.82,294,19.12
05/09/2018 21:00:00,1.152,1.013,2.18,0,0,12.63,82.2,12.79,63.68,28.17
05/09/2018 22:00:00,1.018,0.669,2.49,0,0,12.47,83.3,12.79,207.6,47.47
05/09/2018 23:00:00,1.183,0.982,2.005,0,0,11.79,85.1,12.77,13.5,33.46
05/10/2018 00:00:00,0.866,0.112,2.423,0,0,11.49,87.9,12.75,302.8,75.56
05/10/2018 01:00:00,1.577,1.09,2.584,0,0,10.47,90.5,12.73,88.2,45.02
05/10/2018 02:00:00,1.938,1.679,3.742,0,0,10.26,92.1,12.7,143.9,29.57
05/10/2018 03:00:00,3.008,2.977,4.388,0,0,9.4,93.5,12.67,116.3,8.27
05/10/2018 04:00:00,2.401,0.537,4.764,0,0,9.71,93.3,12.65,174.8,71.37
05/10/2018 05:00:00,2.519,1.386,4.59,0,0,9.94,93.5,12.62,5.711,54.32
05/10/2018 06:00:00,1.688,1.486,3.526,0,0,9.29,94,12.61,97.3,28.03
05/10/2018 07:00:00,2.636,2.608,4.105,0,0,10.64,92.4,12.62,119,8.36
05/10/2018 08:00:00,3.178,2.024,5.999,0,0,12.46,85,12.69,239.2,48.8
05/10/2018 09:00:00,4.431,4.059,8.26,19,4,12.31,85.7,13.09,292.9,23.47
05/10/2018 10:00:00,9.06,9.03,12.37,115179,49225,12.67,83.6,13.43,295.6,4.803
05/10/2018 11:00:00,11.14,11.11,14.97,199359,153479,12.81,83.1,14.15,291.1,4.16
05/10/2018 12:00:00,12.45,12.41,17.74,221362,232541,12.99,82,13.6,288.1,4.552
05/10/2018 13:00:00,11.79,11.73,17.03,185156,161494,13.17,81.6,13.6,288,5.448
05/10/2018 14:00:00,12.16,12.11,16.89,210135,188178,13.41,80.4,13.63,290.7,4.845
05/10/2018 15:00:00,11.51,11.47,15.4,180121,125539,13.2,81.4,13.63,289.6,4.976
05/10/2018 16:00:00,10.52,10.48,15.16,131395,55005,13.12,81.9,13.47,290.3,4.53
05/10/2018 17:00:00,9.08,9.06,11.8,85004,22428,12.86,82.7,13.05,294.1,4.406
05/10/2018 18:00:00,9.21,9.2,11.82,82955,23248,12.43,84.4,12.9,294.3,3.566
05/10/2018 19:00:00,8.37,8.35,11.61,39805,11952,11.81,87.4,12.83,297.1,4.084
05/10/2018 20:00:00,6.417,6.405,8.47,0,0,11.41,89.4,12.81,296.3,3.608
05/10/2018 21:00:00,4.012,3.894,7.026,0,0,11.22,90.5,12.79,309.2,13.9
05/10/2018 22:00:00,2.202,2.163,3.082,0,0,11.26,91.1,12.78,310.3,10.75
05/10/2018 23:00:00,1.608,1.315,2.692,0,0,10.79,90.3,12.77,5.767,34.57
05/11/2018 00:00:00,1.586,1.515,2.275,0,0,9.56,91.4,12.75,68.13,17.11
05/11/2018 01:00:00,1.18,1.13,1.992,0,0,9.11,92.9,12.72,108.7,16.69
05/11/2018 02:00:00,1.555,1.472,2.503,0,0,9.14,94,12.7,48.76,18.72
05/11/2018 03:00:00,1.563,1.467,2.45,0,0,9.39,95.1,12.67,135.4,20.03
05/11/2018 04:00:00,1.561,1.497,2.665,0,0,9.8,96.1,12.64,127,16.43
05/11/2018 05:00:00,1.157,1.115,1.978,0,0,9.89,96.1,12.61,347.9,15.54
05/11/2018 06:00:00,1.423,1.346,2.584,0,0,10.07,95.6,12.6,358,18.93
05/11/2018 07:00:00,2.218,2.108,4.59,0,0,10.35,94.9,12.61,302.9,18.08
05/11/2018 08:00:00,1.959,1.792,4.563,0,0,10.63,93.7,12.61,309,23.6
05/11/2018 09:00:00,1.548,1.494,2.731,0,0,11.25,89.7,12.67,259.2,15.21
05/11/2018 10:00:00,3.257,3.196,5.299,0,0,11.85,82.7,13.02,209.9,11.13
05/11/2018 11:00:00,4.09,4.053,5.757,0,0,11.89,82.9,13.19,212.5,7.671
05/11/2018 12:00:00,4.541,4.51,5.918,0,0,12.09,84.6,13.21,219.1,6.714
05/11/2018 13:00:00,4.437,4.407,5.824,0,0,12.37,83.3,13.32,216.9,6.73
05/11/2018 14:00:00,4.407,4.383,5.474,5,0,12.6,82.9,13.36,220.5,6.028
05/11/2018 15:00:00,4.48,4.457,6.066,0,0,12.58,84,13.24,226.3,5.82
05/11/2018 16:00:00,5.819,5.8,7.479,31,6,12.27,87,13.16,227.5,4.543
05/11/2018 17:00:00,5.217,5.194,6.685,4,1,12.18,88.6,13.08,226,5.389
05/11/2018 18:00:00,4.623,4.542,6.134,0,0,12.02,88.9,12.9,213,10.72
05/11/2018 19:00:00,3.387,3.349,5.059,0,0,11.93,88.8,12.82,201.9,8.62
05/11/2018 20:00:00,3.124,3.097,6.056,0,0,11.99,88.8,12.81,202.4,7.506
05/11/2018 21:00:00,3.497,3.465,6.77,0,0,11.65,89.1,12.79,210,7.768
05/11/2018 22:00:00,2.044,1.974,3.419,0,0,11.66,85.4,12.77,164.2,14.98
05/11/2018 23:00:00,1.726,1.62,3.23,0,0,12.15,82.5,12.74,164.6,19.99
05/12/2018 00:00:00,3.017,2.991,4.899,0,0,12.48,82.1,12.72,153.3,7.491
05/12/2018 01:00:00,3.139,3.027,4.59,0,0,11.52,86.8,12.68,219.5,15.27
05/12/2018 02:00:00,2.399,2.385,4.374,0,0,11.08,89.3,12.64,227.5,6.298
05/12/2018 03:00:00,2.313,2.262,3.324,0,0,11.24,89.4,12.62,221.4,12.12
05/12/2018 04:00:00,1.053,0.353,2.005,0,0,11.41,88.4,12.6,133.8,66.06
05/12/2018 05:00:00,1.151,1.133,2.046,0,0,11.5,87.8,12.6,32.5,10.03
05/12/2018 06:00:00,1.364,1.294,1.978,0,0,11.72,87.2,12.6,37.95,18.3
05/12/2018 07:00:00,1.502,1.369,2.503,0,0,12.32,85.2,12.62,117.7,24.11
05/12/2018 08:00:00,1.489,1.338,3.068,0,0,13.18,80.8,12.65,152.9,25.82
05/12/2018 09:00:00,2.033,1.993,2.798,0,0,13.45,79.43,12.71,263.6,11.43
05/12/2018 10:00:00,2.391,2.341,3.605,0,0,13.92,77.26,12.97,274.1,11.7
05/12/2018 11:00:00,2.993,2.961,4.102,0,0,14.03,77.34,13.22,277.6,8.38
05/12/2018 12:00:00,3.422,3.403,4.504,0,0,14.82,73.9,13.34,278.8,6.09
05/12/2018 13:00:00,4.268,4.208,5.527,0,0,15.01,74.19,13.65,269.2,9.64
05/12/2018 14:00:00,4.132,4.109,5.486,0,0,14.76,76.53,13.38,254.7,5.988
05/12/2018 15:00:00,3.447,3.421,4.571,0,0,14.47,77.94,13.43,266.2,6.984
05/12/2018 16:00:00,2.939,2.888,4.37,0,0,14.59,78.68,13.24,292.5,10.66
05/12/2018 17:00:00,2.558,2.519,4.168,0,0,14.46,79.27,12.99,291.7,9.98
05/12/2018 18:00:00,1.881,1.806,3.187,0,0,14.18,81.1,12.9,297.5,16.17
05/12/2018 19:00:00,1.354,1.202,2.784,0,0,13.52,83.5,12.84,285.6,27.18
05/12/2018 20:00:00,0.718,0.654,1.816,0,0,13.24,85.6,12.83,246.5,24.13
05/12/2018 21:00:00,0.379,0.27,1.238,0,0,13.16,86.6,12.81,304.6,43.54
05/12/2018 22:00:00,0.205,0.056,1.049,0,0,13.33,85.9,12.79,165.1,69.13
05/12/2018 23:00:00,0.496,0.463,1.184,0,0,13.51,84.5,12.78,122,20.84
05/13/2018 00:00:00,0.469,0.432,1.049,0,0,13.64,83.2,12.76,112.4,22.89
05/13/2018 01:00:00,0.37,0.152,1.453,0,0,13.69,83.2,12.74,241.4,62.17
05/13/2018 02:00:00,0.986,0.91,2.26,0,0,13.07,85.3,12.72,153.2,22.51
05/13/2018 03:00:00,2.937,2.926,4.24,0,0,11.7,86.9,12.7,133.4,4.888
05/13/2018 04:00:00,2.722,2.678,3.943,0,0,11.04,87.8,12.67,117,10.33
05/13/2018 05:00:00,2.409,2.371,3.54,0,0,11.27,88.3,12.64,87.4,10.18
05/13/2018 06:00:00,2.472,2.336,4.199,0,0,11.66,86.1,12.63,129.9,18.95
05/13/2018 07:00:00,3.418,3.395,5.006,0,0,11.99,82.9,12.64,132.9,6.622
05/13/2018 08:00:00,3.748,3.702,5.032,0,0,13.06,78.88,12.66,139.2,8.93
05/13/2018 09:00:00,2.925,2.851,4.588,0,0,14.09,76.21,12.68,137.7,12.88
05/13/2018 10:00:00,1.957,1.378,3.712,0,0,14.48,75.68,12.69,198,44.07
05/13/2018 11:00:00,1.448,1.395,3.12,0,0,14.02,80.9,12.69,257,15.48
05/13/2018 12:00:00,2.398,2.34,3.295,0,0,14.18,79.83,12.86,252.9,12.56
05/13/2018 13:00:00,2.602,2.563,3.739,0,0,14.56,79.66,13.05,291.2,9.89
05/13/2018 14:00:00,3.399,3.371,4.558,0,0,14.94,79.51,13.31,289,7.401
05/13/2018 15:00:00,3.76,3.734,4.894,0,0,14.78,81.4,13.37,292.3,6.67
05/13/2018 16:00:00,3.67,3.644,4.814,0,0,14.69,84.4,13.17,290.2,6.821
05/13/2018 17:00:00,3.403,3.384,4.6,0,0,14.28,85.6,12.98,292.9,5.992
05/13/2018 18:00:00,3.027,2.962,3.968,0,0,13.93,84.8,12.89,287.1,11.9
05/13/2018 19:00:00,2.092,2.058,3.241,0,0,13.39,83.9,12.84,277.8,10.33
05/13/2018 20:00:00,1.551,1.459,2.139,0,0,12.78,86.1,12.81,247.6,19.68
05/13/2018 21:00:00,1.675,1.339,2.921,0,0,12.34,89,12.79,220.7,36.28
05/13/2018 22:00:00,0.72,0.445,1.763,0,0,11.95,89.8,12.75,201.7,50.1
05/13/2018 23:00:00,1.183,1.148,2.14,0,0,10.75,90.8,12.72,94.2,13.98
05/14/2018 00:00:00,1.806,1.787,2.692,0,0,9.99,92.3,12.69,118.8,8.21
05/14/2018 01:00:00,1.497,1.463,3.028,0,0,9.74,92.7,12.65,108.8,12.16
05/14/2018 02:00:00,1.565,1.551,2.423,0,0,8.71,93,12.61,105.7,7.7
05/14/2018 03:00:00,2.196,2.148,3.297,0,0,8.1,93,12.59,87.4,11.95
